hardware_name,unified_manufacturer,type,g3d_mark,g2d_mark,fps_estimate_3d,cuda_score,opencl_score,unified_price,unified_tdp,fps_per_dollar,multi_api_support
KV SPECTRE LITE MOBILE 25W,Unknown,Unknown,538.0,291.0,5.38,0.0,0.0,0.0,0.0,0.0,0
LMIMIRR,Unknown,Unknown,875.0,515.0,8.75,0.0,0.0,0.0,0.0,0.0,0
LakeField Mobile Graphics Controller,Intel,Unknown,0.0,0.0,0.0,0.0,4636.0,0.0,0.0,0.0,2
M1,Apple,Unknown,0.0,0.0,0.0,0.0,18171.0,0.0,0.0,0.0,2
M1 Max,Apple,Unknown,0.0,0.0,0.0,0.0,56581.0,0.0,0.0,0.0,2
M1 Pro,Apple,Unknown,0.0,0.0,0.0,0.0,35724.0,0.0,0.0,0.0,2
M1 Ultra,Apple,Unknown,0.0,0.0,0.0,0.0,76040.0,0.0,0.0,0.0,2
M71-M,Unknown,Unknown,64.0,141.0,0.64,0.0,0.0,0.0,0.0,0.0,0
M76M,Unknown,Unknown,124.0,279.0,1.24,0.0,0.0,0.0,0.0,0.0,0
M860G with Mobility Radeon 4100,Unknown,Unknown,76.0,203.0,0.76,0.0,0.0,0.0,0.0,0.0,0
M880G with Mobility Radeon HD 4200,Unknown,Unknown,93.0,260.0,0.93,0.0,0.0,0.0,0.0,0.0,0
M880G with Mobility Radeon HD 4225,Unknown,Unknown,72.0,183.0,0.72,0.0,0.0,0.0,0.0,0.0,0
M880G with Mobility Radeon HD 4250,Unknown,Unknown,104.0,270.0,1.04,0.0,0.0,0.0,0.0,0.0,0
MCT USB3.0 External Device,Unknown,Unknown,520.0,129.0,5.2,0.0,0.0,0.0,0.0,0.0,0
MEDION RADEON 9800 XXL,Unknown,Unknown,72.0,187.0,0.72,0.0,0.0,0.0,0.0,0.0,0
MEDION RADEON X740XL,Unknown,Unknown,95.0,228.0,0.95,0.0,0.0,0.0,0.0,0.0,0
MIRRORV3,Unknown,Unknown,1081.0,421.0,10.81,0.0,0.0,0.0,0.0,0.0,0
MOBILITY FIREGL 7800,Unknown,Unknown,5.0,86.0,0.05,0.0,0.0,0.0,0.0,0.0,0
MOBILITY FIREGL T2,Unknown,Unknown,41.0,171.0,0.41,0.0,0.0,0.0,0.0,0.0,0
MOBILITY FIREGL T2/T2e,Unknown,Unknown,34.0,171.0,0.34,0.0,0.0,0.0,0.0,0.0,0
MOBILITY FireGL V3200,Unknown,Unknown,62.0,238.0,0.62,0.0,0.0,0.0,0.0,0.0,0
MOBILITY FireGL V5000,Unknown,Unknown,82.0,223.0,0.82,0.0,0.0,0.0,0.0,0.0,0
MOBILITY FireGL V5200,Unknown,Unknown,45.0,248.0,0.45,0.0,0.0,0.0,0.0,0.0,0
MOBILITY FireGL V5250,Unknown,Unknown,27.0,252.0,0.27,0.0,0.0,0.0,0.0,0.0,0
MOBILITY IGP 9000/9100,Unknown,Unknown,10.0,125.0,0.1,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 7000 IGP,Unknown,Unknown,6.0,151.0,0.06,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 7500,Unknown,Unknown,4.0,103.0,0.04,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9000,Unknown,Unknown,3.0,111.0,0.03,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9000 IGP,Unknown,Unknown,8.0,143.0,0.08,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9000/9100 IGP,Unknown,Unknown,6.0,118.0,0.06,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9100 IGP,Unknown,Unknown,3.0,128.0,0.03,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9200,Unknown,Unknown,3.0,145.0,0.03,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9550,Unknown,Unknown,30.0,166.0,0.3,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9600,Unknown,Unknown,36.0,172.0,0.36,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9600 PRO TURBO,Unknown,Unknown,25.0,137.0,0.25,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9600/9700,Unknown,Unknown,39.0,165.0,0.39,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9700,Unknown,Unknown,27.0,158.0,0.27,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON 9800,Unknown,Unknown,46.0,110.0,0.46,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON X1800,Unknown,Unknown,130.0,247.0,1.3,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON X300,Unknown,Unknown,34.0,204.0,0.34,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON X600,Unknown,Unknown,50.0,209.0,0.5,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON X600 SE,Unknown,Unknown,49.0,233.0,0.49,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON X700,Unknown,Unknown,67.0,200.0,0.67,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON X700 XL,Unknown,Unknown,60.0,189.0,0.6,0.0,0.0,0.0,0.0,0.0,0
MOBILITY RADEON XPRESS 200,Unknown,Unknown,27.0,176.0,0.27,0.0,0.0,0.0,0.0,0.0,0
MOBILITY/RADEON 9000,Unknown,Unknown,4.0,153.0,0.04,0.0,0.0,0.0,0.0,0.0,0
MONSTER GTX 675M,Unknown,Unknown,2637.0,686.0,26.37,0.0,0.0,0.0,0.0,0.0,0
Mali-G51,ARM,Unknown,0.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,2
Mali-G52,ARM,Unknown,0.0,0.0,0.0,0.0,1866.0,0.0,0.0,0.0,2
Mali-G52 MC1,ARM,Unknown,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,2
Mali-G52 MC2,ARM,Unknown,0.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0,2
Mali-G52 MC2 r1p0,ARM,Unknown,0.0,0.0,0.0,0.0,1079.0,0.0,0.0,0.0,1
Mali-G52 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,1
Mali-G52 r1p0,ARM,Unknown,0.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0,1
Mali-G57 MC2 r0p1,ARM,Unknown,0.0,0.0,0.0,0.0,1453.0,0.0,0.0,0.0,1
Mali-G57 MC3 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,1937.0,0.0,0.0,0.0,1
Mali-G57 MC4 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,2134.0,0.0,0.0,0.0,1
Mali-G57 MC5 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,2928.0,0.0,0.0,0.0,1
Mali-G57 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,2273.0,0.0,0.0,0.0,1
Mali-G57 r0p1,ARM,Unknown,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,1
Mali-G610 MC6 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,4483.0,0.0,0.0,0.0,1
Mali-G610 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,3382.0,0.0,0.0,0.0,1
Mali-G68 MC4 r1p1,ARM,Unknown,0.0,0.0,0.0,0.0,2641.0,0.0,0.0,0.0,1
Mali-G68 r1p1,ARM,Unknown,0.0,0.0,0.0,0.0,2527.0,0.0,0.0,0.0,1
Mali-G71,ARM,Unknown,0.0,0.0,0.0,0.0,2628.0,0.0,0.0,0.0,2
Mali-G71 MP2 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,724.0,0.0,0.0,0.0,1
Mali-G71 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,817.0,0.0,0.0,0.0,1
Mali-G710 MC10 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,6666.0,0.0,0.0,0.0,1
Mali-G72,ARM,Unknown,0.0,0.0,0.0,0.0,3044.0,0.0,0.0,0.0,2
Mali-G72 MP3,ARM,Unknown,0.0,0.0,0.0,0.0,1113.0,0.0,0.0,0.0,2
Mali-G72 MP3 r0p3,ARM,Unknown,0.0,0.0,0.0,0.0,1222.0,0.0,0.0,0.0,1
Mali-G72 r0p1,ARM,Unknown,0.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,1
Mali-G72 r0p3,ARM,Unknown,0.0,0.0,0.0,0.0,1212.0,0.0,0.0,0.0,1
Mali-G76,ARM,Unknown,0.0,0.0,0.0,0.0,3785.0,0.0,0.0,0.0,2
Mali-G76 MC4,ARM,Unknown,0.0,0.0,0.0,0.0,1906.0,0.0,0.0,0.0,2
Mali-G76 MC4 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,2066.0,0.0,0.0,0.0,1
Mali-G76 r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,4399.0,0.0,0.0,0.0,1
Mali-G77 MC7 r0p1,ARM,Unknown,0.0,0.0,0.0,0.0,3229.0,0.0,0.0,0.0,1
Mali-G77 MC9 r0p1,ARM,Unknown,0.0,0.0,0.0,0.0,5061.0,0.0,0.0,0.0,1
Mali-G77 r0p1,ARM,Unknown,0.0,0.0,0.0,0.0,4875.0,0.0,0.0,0.0,1
Mali-G78 r0p1,ARM,Unknown,0.0,0.0,0.0,0.0,6692.0,0.0,0.0,0.0,1
Mali-T628,ARM,Unknown,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,1
Mali-T720,ARM,Unknown,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,1
Mali-T760,ARM,Unknown,0.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,2
Mali-T830,ARM,Unknown,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,2
Mali-T860,ARM,Unknown,0.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0,2
Mali-T880,ARM,Unknown,0.0,0.0,0.0,0.0,1617.0,0.0,0.0,0.0,2
Mali-TNAX r0p0,ARM,Unknown,0.0,0.0,0.0,0.0,2167.0,0.0,0.0,0.0,1
Master X3100 Driver,Unknown,Unknown,10.0,79.0,0.1,0.0,0.0,0.0,0.0,0.0,0
Matrox C420 LP PCIe x16,Unknown,Unknown,635.0,457.0,6.35,0.0,0.0,0.0,0.0,0.0,0
Matrox C680 PCIe x16,Unknown,Unknown,1904.0,700.0,19.04,0.0,0.0,0.0,0.0,0.0,0
Matrox C900 PCIe x16,Unknown,Unknown,1812.0,761.0,18.12,0.0,0.0,0.0,0.0,0.0,0
Matrox G200e WDDM 1.2,Unknown,Unknown,59.0,505.0,0.59,0.0,0.0,0.0,0.0,0.0,0
Matrox G200e WDDM 2.0,Unknown,Unknown,123.0,801.0,1.23,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eR,Unknown,Unknown,37.0,400.0,0.37,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eR WDDM 1.2,Unknown,Unknown,45.0,210.0,0.45,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eR WDDM 2.0,Unknown,Unknown,68.0,457.0,0.68,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eW,Unknown,Unknown,40.0,107.0,0.4,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eW WDDM 1.2,Unknown,Unknown,50.0,397.0,0.5,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eW3 WDDM 2.0,Unknown,Unknown,94.0,316.0,0.94,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eh,Unknown,Unknown,41.0,449.0,0.41,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eh WDDM 1.2,Unknown,Unknown,52.0,448.0,0.52,0.0,0.0,0.0,0.0,0.0,0
Matrox G200eh WDDM 2.0,Unknown,Unknown,45.0,123.0,0.45,0.0,0.0,0.0,0.0,0.0,0
Matrox M9120 PCIe x16,Unknown,Unknown,20.0,870.0,0.2,0.0,0.0,0.0,0.0,0.0,0
Matrox M9120 Plus LP PCIe x16,Unknown,Unknown,26.0,27.0,0.26,0.0,0.0,0.0,0.0,0.0,0
Matrox M9125 PCIe x16,Unknown,Unknown,26.0,138.0,0.26,0.0,0.0,0.0,0.0,0.0,0
Matrox M9128 LP PCIe x16,Unknown,Unknown,29.0,47.0,0.29,0.0,0.0,0.0,0.0,0.0,0
Matrox M9138 LP PCIe x16,Unknown,Unknown,42.0,160.0,0.42,0.0,0.0,0.0,0.0,0.0,0
Matrox M9140 LP PCIe x16,Unknown,Unknown,23.0,390.0,0.23,0.0,0.0,0.0,0.0,0.0,0
Matrox M9148 LP PCIe x16,Unknown,Unknown,32.0,135.0,0.32,0.0,0.0,0.0,0.0,0.0,0
Matrox Millennium P650 PCIe 128,Unknown,Unknown,5.0,287.0,0.05,0.0,0.0,0.0,0.0,0.0,0
Matrox Millennium P690 PCIe x16,Unknown,Unknown,367.0,295.0,3.67,0.0,0.0,0.0,0.0,0.0,0
Matrox Millennium P690 Plus LP PCIe x16,Unknown,Unknown,7.0,251.0,0.07,0.0,0.0,0.0,0.0,0.0,0
Matrox Parhelia 128MB,Unknown,Unknown,3.0,107.0,0.03,0.0,0.0,393.99,0.0,7.614406457016675e-05,0
Matrox Parhelia 256MB,Unknown,Unknown,9.0,140.0,0.09,0.0,0.0,0.0,0.0,0.0,0
Matrox Parhelia APVe,Unknown,Unknown,6.0,275.0,0.06,0.0,0.0,0.0,0.0,0.0,0
Media Accelerator,Unknown,Unknown,33.0,78.0,0.33,0.0,0.0,0.0,0.0,0.0,0
Media Accelerator 3150,Unknown,Unknown,3.0,86.0,0.03,0.0,0.0,0.0,0.0,0.0,0
Media Accelerator 500,Unknown,Unknown,3.0,71.0,0.03,0.0,0.0,0.0,0.0,0.0,0
Media Accelerator 600,Unknown,Unknown,7.0,58.0,0.07,0.0,0.0,0.0,0.0,0.0,0
Media Accelerator HD,Unknown,Unknown,99.0,40.0,0.99,0.0,0.0,0.0,0.0,0.0,0
Miracast display port driver V3,Unknown,Unknown,15910.0,604.0,159.1,0.0,0.0,0.0,0.0,0.0,0
Mobile - famiglia Express Chipset 45,Unknown,Unknown,39.0,264.0,0.39,0.0,0.0,0.0,0.0,0.0,0
Mobile 4 Express-Chipsatzfamilie,Unknown,Unknown,45.0,251.0,0.45,0.0,0.0,0.0,0.0,0.0,0
Mobile 45 Express,Unknown,Unknown,42.0,33.0,0.42,0.0,0.0,0.0,0.0,0.0,0
Mobile 45 Express-Chipsatzfamilie,Unknown,Unknown,117.0,270.0,1.17,0.0,0.0,0.0,0.0,0.0,0
Mobile 915GM/GMS/910GML Express,Unknown,Unknown,2.0,43.0,0.02,0.0,0.0,0.0,0.0,0.0,0
Mobile 945 Express,Unknown,Unknown,2.0,9.0,0.02,0.0,0.0,0.0,0.0,0.0,0
Mobile 945GM Express,Unknown,Unknown,6.0,223.0,0.06,0.0,0.0,0.0,0.0,0.0,0
Mobile 945GM/GU Express,Unknown,Unknown,5.0,223.0,0.05,0.0,0.0,0.0,0.0,0.0,0
Mobile 965 Express,Unknown,Unknown,38.0,140.5,0.38,0.0,0.0,0.0,0.0,0.0,0
Mobile 965 Express - BR-0907-0461 v1839,Unknown,Unknown,8.0,124.0,0.08,0.0,0.0,0.0,0.0,0.0,0
Mobile 965 Express-Chipsatzfamilie,Unknown,Unknown,24.0,203.0,0.24,0.0,0.0,0.0,0.0,0.0,0
Mobile HD,Unknown,Unknown,285.0,164.0,2.85,0.0,0.0,479.98,0.0,0.005937747406141922,0
Mobile serie 4 Express,Unknown,Unknown,45.0,232.0,0.45,0.0,0.0,0.0,0.0,0.0,0
Mobility FireGL V5725,Unknown,Unknown,219.0,405.0,2.19,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon 4100,Unknown,Unknown,81.0,265.0,0.81,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 2300,Unknown,Unknown,51.0,211.0,0.51,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 2400,Unknown,Unknown,90.0,212.0,0.9,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 2400 XT,Unknown,Unknown,102.0,246.0,1.02,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 2600,Unknown,Unknown,168.0,267.0,1.68,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 2600 XT,Unknown,Unknown,192.0,329.0,1.92,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3400 Serisi,Unknown,Unknown,111.0,239.0,1.11,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3410,Unknown,Unknown,63.0,130.0,0.63,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3430,Unknown,Unknown,98.0,260.0,0.98,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3450,Unknown,Unknown,91.0,247.0,0.91,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3470,Unknown,Unknown,93.0,250.0,0.93,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3470 Hybrid X2,Unknown,Unknown,94.0,206.0,0.94,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3650,Unknown,Unknown,130.0,48.0,1.3,0.0,0.0,73.53,0.0,0.017679858561131512,0
Mobility Radeon HD 3670,Unknown,Unknown,232.0,331.0,2.32,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3850,Unknown,Unknown,366.0,248.0,3.66,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3870,Unknown,Unknown,548.0,288.0,5.48,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 3870 X2,Unknown,Unknown,478.0,187.0,4.78,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4200,Unknown,Unknown,91.0,260.0,0.91,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4225,Unknown,Unknown,66.0,174.0,0.66,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4250,Unknown,Unknown,98.0,280.0,0.98,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4270,Unknown,Unknown,93.0,282.0,0.93,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4300 Serisi,Unknown,Unknown,73.0,216.0,0.73,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4330,Unknown,Unknown,135.0,377.0,1.35,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4350,Unknown,Unknown,148.0,369.0,1.48,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4550,Unknown,Unknown,191.0,290.0,1.91,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4570,Unknown,Unknown,135.0,26.0,1.35,0.0,0.0,75.9,0.0,0.017786561264822136,0
Mobility Radeon HD 4650,Unknown,Unknown,401.0,320.0,4.01,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4670,Unknown,Unknown,463.0,375.0,4.63,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4830,Unknown,Unknown,512.0,285.0,5.12,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4850,Unknown,Unknown,866.0,472.0,8.66,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 4870,Unknown,Unknown,720.0,416.0,7.2,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 5000,AMD,Unknown,773.0,429.0,7.73,0.0,1212.0,0.0,0.0,0.0,1
Mobility Radeon HD 5000 Serisi,Unknown,Unknown,479.0,305.0,4.79,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 5165,Unknown,Unknown,284.0,362.0,2.84,0.0,0.0,0.0,35.0,0.0,0
Mobility Radeon HD 530v,Unknown,Unknown,175.0,353.0,1.75,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 540v,Unknown,Unknown,188.0,382.0,1.88,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 5430,Unknown,Unknown,181.0,330.0,1.81,0.0,0.0,0.0,7.0,0.0,0
Mobility Radeon HD 5450,Unknown,Unknown,214.0,320.0,2.14,0.0,0.0,0.0,11.0,0.0,0
Mobility Radeon HD 545v,Unknown,Unknown,200.0,270.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 5470,Unknown,Unknown,236.0,362.0,2.36,0.0,0.0,0.0,13.0,0.0,0
Mobility Radeon HD 550v,Unknown,Unknown,266.0,398.0,2.66,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 5570,AMD,Unknown,544.0,246.0,5.44,0.0,1070.0,0.0,0.0,0.0,1
Mobility Radeon HD 560v,Unknown,Unknown,318.0,366.0,3.18,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 5650,Unknown,Unknown,451.0,143.0,4.51,0.0,0.0,0.0,15.0,0.0,0
Mobility Radeon HD 565v,Unknown,Unknown,353.0,318.0,3.53,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon HD 5730,Unknown,Unknown,487.0,144.0,4.87,0.0,0.0,0.0,26.0,0.0,0
Mobility Radeon HD 5800,AMD,Unknown,0.0,0.0,0.0,0.0,2443.0,0.0,0.0,0.0,1
Mobility Radeon HD 5850,Unknown,Unknown,763.0,403.0,7.63,0.0,0.0,0.0,31.0,0.0,0
Mobility Radeon HD 5870,Unknown,Unknown,1062.0,207.0,10.62,0.0,0.0,0.0,50.0,0.0,0
Mobility Radeon HD serie 4200,Unknown,Unknown,97.0,227.0,0.97,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X1300,Unknown,Unknown,40.0,222.0,0.4,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X1350,Unknown,Unknown,40.0,274.0,0.4,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X1400,Unknown,Unknown,43.0,226.0,0.43,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X1450,Unknown,Unknown,33.0,205.0,0.33,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X1600,Unknown,Unknown,92.0,236.0,0.92,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X1700,Unknown,Unknown,105.0,228.0,1.05,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X1900,Unknown,Unknown,135.0,287.0,1.35,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X2300,Unknown,Unknown,48.0,263.0,0.48,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X2300 HD,Unknown,Unknown,49.0,244.0,0.49,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon X2500,Unknown,Unknown,82.0,235.0,0.82,0.0,0.0,0.0,0.0,0.0,0
Mobility Radeon. HD 5470,Unknown,Unknown,215.0,398.0,2.15,0.0,0.0,0.0,13.0,0.0,0
MxGPU,AMD,Unknown,1826.0,479.0,18.26,0.0,11673.0,0.0,0.0,0.0,1
N16P-GX,Unknown,Unknown,1205.0,803.0,12.05,0.0,0.0,0.0,0.0,0.0,0
N18E-Q1,Unknown,Unknown,2525.0,547.0,25.25,0.0,0.0,0.0,0.0,0.0,0
NV44,Unknown,Unknown,15.0,251.0,0.15,0.0,0.0,0.0,0.0,0.0,0
NVS 2100M,Unknown,Unknown,139.0,221.0,1.39,0.0,0.0,0.0,14.0,0.0,0
NVS 300,Unknown,Unknown,114.0,60.0,1.14,0.0,0.0,62.97,17.5,0.01810385898046689,0
NVS 310,Nvidia,Unknown,242.0,179.0,2.42,0.0,851.0,62.06,19.5,0.03899452143087335,1
NVS 3100M,Unknown,Unknown,115.0,42.0,1.15,0.0,0.0,0.0,14.0,0.0,0
NVS 315,Nvidia,Unknown,286.0,187.0,2.86,0.0,851.0,69.99,19.5,0.04086298042577511,1
NVS 4200M,Nvidia,Unknown,257.0,75.0,2.57,0.0,1155.0,399.0,0.0,0.00644110275689223,1
NVS 510,Nvidia,Unknown,730.0,276.0,7.3,1282.0,1436.0,139.99,35.0,0.052146581898707044,3
NVS 5100M,Unknown,Unknown,190.0,87.0,1.9,0.0,0.0,0.0,35.0,0.0,0
NVS 5200M,Nvidia,Unknown,534.0,193.0,5.34,0.0,1556.0,0.0,35.0,0.0,1
NVS 5400M,Nvidia,Unknown,635.0,184.0,6.35,0.0,2151.0,0.0,35.0,0.0,1
NVS 810,Unknown,Unknown,1141.0,313.0,11.41,0.0,0.0,624.99,0.0,0.018256292100673612,0
Navi 10 [RX 5600 OEM/5600 XT / 5700/5700 XT],AMD,Unknown,0.0,0.0,0.0,0.0,58558.0,0.0,0.0,0.0,1
Navi 14 [RX 5500/5500M / Pro 5500M],AMD,Unknown,0.0,0.0,0.0,0.0,39899.0,0.0,0.0,0.0,1
Navi 21 [RX 6800/6800 XT / 6900 XT],AMD,Unknown,0.0,0.0,0.0,0.0,143171.0,0.0,0.0,0.0,1
Navi 22 [RX 6700/6700 XT / 6800M],AMD,Unknown,0.0,0.0,0.0,0.0,93993.0,0.0,0.0,0.0,1
OPAL XT/GL,Unknown,Unknown,1053.0,640.0,10.53,0.0,0.0,0.0,0.0,0.0,0
OpenXT Display Driver,Unknown,Unknown,31.0,485.0,0.31,0.0,0.0,0.0,0.0,0.0,0
P102-100,Nvidia,Unknown,0.0,0.0,0.0,0.0,49602.0,0.0,0.0,0.0,1
P104-100,Nvidia,Unknown,4450.0,114.0,44.5,0.0,44280.0,299.99,0.0,0.14833827794259807,1
P106-090,Nvidia,Unknown,2402.0,104.0,24.02,20839.0,20947.0,0.0,0.0,0.0,3
P106-100,Nvidia,Unknown,5967.0,339.0,59.67,34239.0,35963.0,0.0,0.0,0.0,3
PHDGD Ivy 4,Unknown,Unknown,374.0,434.0,3.74,0.0,0.0,0.0,0.0,0.0,0
PHDGD Ivy 5,Unknown,Unknown,445.0,497.0,4.45,0.0,0.0,0.0,0.0,0.0,0
PHDGD Quantic C3,Unknown,Unknown,117.0,351.0,1.17,0.0,0.0,0.0,0.0,0.0,0
PHDGD Sapphire GR for Mobile 965,Unknown,Unknown,26.0,243.0,0.26,0.0,0.0,0.0,0.0,0.0,0
PHDGD Solo 1.2.0 x86,Unknown,Unknown,11.0,169.0,0.11,0.0,0.0,0.0,0.0,0.0,0
PHDGD Solo 2 x64,Unknown,Unknown,20.0,183.0,0.2,0.0,0.0,0.0,0.0,0.0,0
Poison Ivy,Unknown,Unknown,739.0,783.0,7.39,0.0,0.0,0.0,0.0,0.0,0
Professional HD Driver,Unknown,Unknown,654.0,555.0,6.54,0.0,0.0,0.0,0.0,0.0,0
Q12U-1,Unknown,Unknown,5164.0,600.0,51.64,0.0,0.0,0.0,0.0,0.0,0
Q33 Express,Unknown,Unknown,5.0,25.0,0.05,0.0,0.0,0.0,0.0,0.0,0
Q35 Embedded,Unknown,Unknown,8.0,303.0,0.08,0.0,0.0,0.0,0.0,0.0,0
Q35 Express,Unknown,Unknown,143.0,28.0,1.43,0.0,0.0,0.0,0.0,0.0,0
Q45/Q43 Express Chipset,Unknown,Unknown,142.0,29.0,1.42,0.0,0.0,0.0,0.0,0.0,0
Q45/Q43 Express-Chipsatz,Unknown,Unknown,57.0,352.0,0.57,0.0,0.0,0.0,0.0,0.0,0
Q965/Q963 Express,Unknown,Unknown,300.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0
QUALCOMM Adreno,Qualcomm,Unknown,0.0,0.0,0.0,0.0,2381.0,0.0,0.0,0.0,1
QXL KMDOD,Unknown,Unknown,19.0,203.0,0.19,0.0,0.0,0.0,0.0,0.0,0
Quadro 1000M,Nvidia,Unknown,599.0,201.0,5.99,0.0,1598.0,54.5,45.0,0.10990825688073395,1
Quadro 1100M,Unknown,Unknown,755.0,734.0,7.55,0.0,0.0,0.0,0.0,0.0,0
